nom_entreprise_aria,nom_api,siren,siret,categorie_entreprise,syndicat_regional,code_dept,adresse,commune,code_postal,naf,aria_region,latitude,longitude
HERVE FAURE,HERVE FAURE,334307444,33430744400029,PME,ARIA Sud,05,14 RUE DU TOURNEFAVE 05000 GAP,05061,05000,10.11Z,ARIA Sud,44.550481,6.060692
SICA D'ABATTAGE DU BETAIL ALPIN (SICABA),SICA D'ABATTAGE DU BETAIL ALPIN (SICABA),386950315,38695031500021,PME,ARIA Sud,05,RTE DE BARCELONNETTE RTE DU MOULIN DU PRE 05000 GAP,05061,05000,10.11Z,ARIA Sud,44.545462,6.075318
SARL ROUMIEU FABIEN,SARL ROUMIEU FABIEN,910877281,91087728100014,PME,ARIA Sud,05,14 GRANDE RUE 05230 CHORGES,05040,05230,10.11Z,ARIA Sud,44.545643,6.275829
SAS MAUREL DECOUPE ET SALAISONS,SAS MAUREL DECOUPE ET SALAISONS,892570482,89257048200018,PME,ARIA Sud,05,880 AVENUE NAPOLEON 05130 TALLARD,05170,05130,10.11Z,ARIA Sud,44.450551,6.038055
RAMBAUD PERE ET FILS,RAMBAUD PERE ET FILS,333327369,33332736900018,PME,ARIA Sud,05,FONTREYNE 29 RUE DU BOSQUET 05000 GAP,05061,05000,10.11Z,ARIA Sud,44.545036,6.057877
SICA DE L'ABATTOIR DE GUILLESTRE,SICA DE L'ABATTOIR DE GUILLESTRE,399408459,39940845900010,PME,ARIA Sud,05,ABATTOIR 05600 GUILLESTRE,05065,05600,10.11Z,ARIA Sud,48.7346545,-3.4663236
SICA LE MONTAGNARD DES ALPES,SICA LE MONTAGNARD DES ALPES,385850268,38585026800025,PME,ARIA Sud,05,RTE DE BARCELONNETTE LE MOULIN DU PRE 05000 GAP,05061,05000,10.11Z,ARIA Sud,44.545462,6.075318
CHEZ PASCAL,CHEZ PASCAL,909523045,90952304500013,PME,ARIA Sud,05,LE FOURNEL 56 ROUTE DU COL DU NOYER 05250 DEVOLUY,05139,05250,10.11Z,ARIA Sud,44.678582,5.956714
SYNDICAT MIXTE INTERCANTONAL L ABATTOIR GUIL DURANCE (SMIAGD),SYNDICAT MIXTE INTERCANTONAL L ABATTOIR GUIL DURANCE (SMIAGD),250500998,25050099800019,PME,ARIA Sud,05,CCGQ - BP 12 1 PLACE SIMONE PETSCHE 05600 GUILLESTRE,05065,05600,10.11Z,ARIA Sud,44.659875,6.64863
PRESTA PIN'S (LES PIN'S),PRESTA PIN'S (LES PIN'S),904775178,90477517800018,PME,ARIA Sud,05,LES PIN S RTE DE SAINT-ANDRE 05140 LA FAURIE,05055,05140,10.11Z,ARIA Sud,44.55538,5.750848
GIE ALPAGES QUEYRAS,GIE ALPAGES QUEYRAS,512806365,51280636500023,PME,ARIA Sud,05,LIEUDIT MEYRIES 96 RUE SAINT-JACQUES 05350 CHATEAU-VILLE-VIEILLE,05038,05350,10.11Z,ARIA Sud,44.765821,6.804868
LE PETIT BOUCHER,LE PETIT BOUCHER,904877644,90487764400016,PME,ARIA Sud,05,27 RUE CENTRALE 05100 BRIANCON,05023,05100,10.11Z,ARIA Sud,44.895706,6.63667
ABATTOIR DES HAUTES VALLEES,ABATTOIR DES HAUTES VALLEES,823863097,82386309700015,PME,ARIA Sud,05,ROUTE DES CAMPINGS 05600 GUILLESTRE,05065,05600,10.11Z,ARIA Sud,44.65816,6.628049
CLEMENCE ALLIEY,CLEMENCE ALLIEY,891495350,89149535000011,PME,ARIA Sud,05,LA BATIE 05120 LES VIGNEAUX,05180,05120,10.11Z,ARIA Sud,44.799424,6.559311
BRICE PELLEGRIN (PELLEGRIN VIANDE),BRICE PELLEGRIN (PELLEGRIN VIANDE),893414805,89341480500026,PME,ARIA Sud,05,52 RUE DU GUILLERMIN 05600 SAINT-CREPIN,05136,05600,10.11Z,ARIA Sud,44.683698,6.615158
SUPER VIANDES,SUPER VIANDES,389624040,38962404000017,PME,ARIA Sud,06,CCIAL PLEIN SUD 36 BOULEVARD EMMANUEL ROUQUIER 06130 GRASSE,06069,06130,10.11Z,ARIA Sud,43.637515,6.941402
SUPER VIANDES,SUPER VIANDES,389624040,38962404000025,PME,ARIA Sud,06,CENT.COMMERCIAL-PLEIN SUD 36 BOULEVARD EMMANUEL ROUQUIER 06130 GRASSE,06069,06130,10.11Z,ARIA Sud,43.637515,6.941402
SUP VIANDES (SUP VIANDES),SUP VIANDES (SUP VIANDES),400155867,40015586700049,ETI,ARIA Sud,06,BATIMENT D NORD ZI LES TOURRADES ALL DIEUDONNE COSTES 06210 MANDELIEU-LA-NAPOULE,06079,06210,10.11Z,ARIA Sud,43.556026,6.955293
SUP VIANDES (SUP VIANDES),SUP VIANDES (SUP VIANDES),400155867,40015586700056,ETI,ARIA Sud,06,BAT D SUD / ZI LES TOURRADES ALL DIEUDONNE COSTES 06210 MANDELIEU-LA-NAPOULE,06079,06210,10.11Z,ARIA Sud,43.556026,6.955293
BOUCHERIE JL CAVERIVIERE,BOUCHERIE JL CAVERIVIERE,810130807,81013080700029,PME,ARIA Sud,06,STALLES 29 ET 30 HLE MUNICIPALES 06500 MENTON,06083,06500,10.11Z,ARIA Sud,47.7216962,-1.3898365
BOUCHERIE JL CAVERIVIERE,BOUCHERIE JL CAVERIVIERE,810130807,81013080700037,PME,ARIA Sud,06,49 RUE DU SEIGNEUR HAROUM 06500 SAINTE-AGNES,06113,06500,10.11Z,ARIA Sud,43.800379,7.461937
LA BOUCHERIE GOURMANDE DES HALLES (LA BOUCHERIE GOURMANDE DES HALLES),LA BOUCHERIE GOURMANDE DES HALLES (LA BOUCHERIE GOURMANDE DES HALLES),905042958,90504295800017,PME,ARIA Sud,06,LA CITE MARCHANDE - 7 RUE JEAN RAYMOND GIACOSA 06800 CAGNES-SUR-MER,06027,06800,10.11Z,ARIA Sud,43.662498,7.150167
BONVENTRE VIANDES DISTRIBUTION,BONVENTRE VIANDES DISTRIBUTION,477936306,47793630600018,PME,ARIA Sud,06,CITE THIERS GAMBETTA 56 BOULEVARD GAMBETTA 06000 NICE,06088,06000,10.11Z,ARIA Sud,43.702076,7.256032
BONVENTRE VIANDES DISTRIBUTION,BONVENTRE VIANDES DISTRIBUTION,477936306,47793630600034,PME,ARIA Sud,06,PARTIE VIANDES BOX 84 MIN ST AUGUSTIN 06000 NICE,06088,06000,10.11Z,ARIA Sud,43.675144,7.223642
LE ROYAUME,LE ROYAUME,852392349,85239234900019,PME,ARIA Sud,06,35 BOULEVARD PIERRE SOLA 06300 NICE,06088,06300,10.11Z,ARIA Sud,43.706808,7.287729
LE ROYAUME,LE ROYAUME,852392349,85239234900027,PME,ARIA Sud,06,IMMEUBLE PALAIS BERTHE 46 RUE AUGUSTE GAL 06300 NICE,06088,06300,10.11Z,ARIA Sud,43.706607,7.28744
LAURENT DELAHAYE (DELAHAYE LAURENT),LAURENT DELAHAYE (DELAHAYE LAURENT),383373990,38337399000035,PME,ARIA Sud,06,485 CHEMIN DE LA TUILIERE 06580 PEGOMAS,06090,06580,10.11Z,ARIA Sud,43.601356,6.928594
VIVANDA,VIVANDA,429113590,42911359000013,PME,ARIA Sud,06,ALL FRANCOIS COLI BT 1B PARC ACTVITE DE LA SIAGNE 06210 MANDELIEU-LA-NAPOULE,06079,06210,10.11Z,ARIA Sud,43.568906,6.944265
LE COMPTOIR DES VIANDES (VIANDES ET VOLAILLES),LE COMPTOIR DES VIANDES (VIANDES ET VOLAILLES),533431284,53343128400025,PME,ARIA Sud,06,ROUTE DE FENERIE 409 AVENUE HONORE RAVELLI 06580 PEGOMAS,06090,06580,10.11Z,ARIA Sud,43.580555,6.92999
CLEMENT BERNE,CLEMENT BERNE,801084526,80108452600020,PME,ARIA Sud,06,13 AVENUE NICOLAS LOMBARD 06460 SAINT-VALLIER-DE-THIEY,06130,06460,10.11Z,ARIA Sud,43.697284,6.84524
SARL AMAND ANGELLA,SARL AMAND ANGELLA,910495035,91049503500016,PME,ARIA Sud,06,2 AVENUE DES ANGLAIS 06310 BEAULIEU-SUR-MER,06011,06310,10.11Z,ARIA Sud,43.707837,7.330786
IK VIANDES,IK VIANDES,918764895,91876489500010,PME,ARIA Sud,06,LE DURANGO 116 BOULEVARD SADI CARNOT 06110 LE CANNET,06030,06110,10.11Z,ARIA Sud,43.565213,7.016407
LA BOUCHERIE DE LA BARONNE (LA BOUCHERIE DE LA BARONNE),LA BOUCHERIE DE LA BARONNE (LA BOUCHERIE DE LA BARONNE),914103718,91410371800013,PME,ARIA Sud,06,ZI DU FONGERI 331 RTE DE LA BARONNE 06640 SAINT-JEANNET,06122,06640,10.11Z,ARIA Sud,43.744164,7.176828
NAJMA (LE MARRAKECH),NAJMA (LE MARRAKECH),914558812,91455881200022,PME,ARIA Sud,06,RESIDENCE LES CARAVELLES 121 AVENUE MICHEL JOURDAN 06150 CANNES,06029,06150,10.11Z,ARIA Sud,43.558748,6.968232
SARL ANOUAR,SARL ANOUAR,908647472,90864747200012,PME,ARIA Sud,06,LE BRETAGNE 8 BOULEVARD HENRI SAPPIA 06100 NICE,06088,06100,10.11Z,ARIA Sud,43.731381,7.253808
KING BOUCHERIE,KING BOUCHERIE,909277949,90927794900022,PME,ARIA Sud,06,IMMEUBLE LE PALISSY 67 AVENUE GEORGES CLEMENCEAU 06220 VALLAURIS,06155,06220,10.11Z,ARIA Sud,43.575766,7.058274
LES HALLES DE SAINTE MARGUERITE,LES HALLES DE SAINTE MARGUERITE,907809578,90780957800012,PME,ARIA Sud,06,LE SAMANTHA 2 AVENUE SAINTE-MARGUERITE 06200 NICE,06088,06200,10.11Z,ARIA Sud,43.677267,7.225853
SAS MARCO,SAS MARCO,903642056,90364205600019,PME,ARIA Sud,06,14 T CHE NEUF 06410 BIOT,06018,06410,10.11Z,ARIA Sud,43.626901,7.09504
BOUCHERIE LE ROYAL,BOUCHERIE LE ROYAL,921133054,92113305400012,PME,ARIA Sud,06,75 AVENUE FRANCIS TONNER 06150 CANNES,06029,06150,10.11Z,ARIA Sud,43.549426,6.977879
BOUCHERIE DE L'OUEST,BOUCHERIE DE L'OUEST,948246913,94824691300024,PME,ARIA Sud,06,5 BOULEVARD CARLONE 06200 NICE,06088,06200,10.11Z,ARIA Sud,43.693622,7.242636
KLA,KLA,911192839,91119283900015,PME,ARIA Sud,06,7 RUE PASQUALINI 06800 CAGNES SUR MER,06027,06800,10.11Z,ARIA Sud,43.660462,7.149543
MONTI ROYAL VIANDE,MONTI ROYAL VIANDE,524136959,52413695900011,PME,ARIA Sud,06,LOT 21 CITE ARTISANALE 108 CHEMIN SAINTE HELENE 06560 VALBONNE,06152,06560,10.11Z,ARIA Sud,43.641564,7.034095
ALPES AZUR VIANDES,ALPES AZUR VIANDES,841158199,84115819900023,PME,ARIA Sud,06,409 IMPASSE HONORE RAVELLI 06580 PEGOMAS,06090,06580,10.11Z,ARIA Sud,43.582925,6.928303
BOUCHERIE MARSO,BOUCHERIE MARSO,913153367,91315336700010,PME,ARIA Sud,06,3 BOULEVARD MARECHAL FOCH 06600 ANTIBES,06004,06600,10.11Z,ARIA Sud,43.579318,7.119437
CUMA LES VIANDES FINES,CUMA LES VIANDES FINES,435155692,43515569200013,PME,ARIA AURA,07,LES CHAMBONS 561 CHEMIN DE BELLEVUE 07530 AIZAC,07003,07530,10.11Z,ARIA AURA,44.716806,4.318382
CUMA LES VIANDES FINES,CUMA LES VIANDES FINES,435155692,43515569200021,PME,ARIA AURA,07,LIEU DIT CHAMBON 07530 AIZAC,07003,07530,10.11Z,ARIA AURA,44.722165,4.318508
SOCIETE D'EXPLOITATION DES ABATTOIRS D'ANNONAY,SOCIETE D'EXPLOITATION DES ABATTOIRS D'ANNONAY,378387740,37838774000012,PME,ARIA AURA,07,81 ROUTE DE LA ROCHE PEREANDRE 07100 ANNONAY,07010,07100,10.11Z,ARIA AURA,45.23323,4.675262
LUDOVIC FOSSE (FL DECOUPE),LUDOVIC FOSSE (FL DECOUPE),892818238,89281823800016,PME,ARIA AURA,07,162 ROUTE DE ROME 07290 QUINTENAS,07188,07290,10.11Z,ARIA AURA,45.188374,4.690738
MOBI FERME,MOBI FERME,831652029,83165202900024,PME,ARIA AURA,07,530 ROUTE DE FONTANES 07430 SAINT-CYR,07227,07430,10.11Z,ARIA AURA,45.251872,4.746466
REGIS MICHON,REGIS MICHON,880397161,88039716100014,PME,ARIA AURA,07,50 CHEMIN DE LA CHAREYRE 07330 BARNAS,07025,07330,10.11Z,ARIA AURA,44.669995,4.17789
SONIA REVERDY (DEBARD),SONIA REVERDY (DEBARD),850633520,85063352000026,PME,ARIA AURA,07,65 CHE DE VACHER 07110 LAURAC-EN-VIVARAIS,07134,07110,10.11Z,ARIA AURA,44.501712,4.29716
ETS ROGER AUDIGIER,ETS ROGER AUDIGIER,312451024,31245102400037,PME,ARIA AURA,07,CHEMIN DE LA SOURCE 07200 AUBENAS,07019,07200,10.11Z,ARIA AURA,44.589498,4.402763
LES ARTISOUS,LES ARTISOUS,793040254,79304025400013,PME,ARIA AURA,07,CHIZARET 130 ALLEE DES ARTISANS 07290 QUINTENAS,07188,07290,10.11Z,ARIA AURA,45.182365,4.692259
S.A.R.L. ETS CHANEAC VIANDES & SALAISONS,S.A.R.L. ETS CHANEAC VIANDES & SALAISONS,342555919,34255591900014,PME,ARIA AURA,07,LE LOULIER 07200 SAINT-ETIENNE-DE-FONTBELLON,07231,07200,10.11Z,ARIA AURA,44.590442,4.372176
BOUCHERIE DES CLOTS (BOUCHERIE DES CLOTS),BOUCHERIE DES CLOTS (BOUCHERIE DES CLOTS),905218756,90521875600021,PME,ARIA AURA,07,7 ILOT DES CLOTS 07170 LAVILLEDIEU,07138,07170,10.11Z,ARIA AURA,44.572158,4.457207
ARDECHE DESOSSE,ARDECHE DESOSSE,818051252,81805125200026,PME,ARIA AURA,07,415 CHEMIN DES TRAVERSES 07200 LACHAPELLE-SOUS-AUBENAS,07122,07200,10.11Z,ARIA AURA,44.572714,4.374844
DANIEL PARRADO,DANIEL PARRADO,723642393,72364239300067,PME,ARIA AURA,07,42 RUE DES MOULINAGES 07200 LACHAPELLE-SOUS-AUBENAS,07122,07200,10.11Z,ARIA AURA,44.564853,4.36414
BOUCHERIE PONSONNET,BOUCHERIE PONSONNET,891441370,89144137000014,PME,ARIA AURA,07,25 RUE EUGENE MEYZONNIER 07100 ANNONAY,07010,07100,10.11Z,ARIA AURA,45.237219,4.67059
ALEXANDRE PERBET (AP SERVICE BOUCHERIE/CHARCUTERIE),ALEXANDRE PERBET (AP SERVICE BOUCHERIE/CHARCUTERIE),912254893,91225489300015,PME,ARIA AURA,07,326 ROUTE DEPARTEMENTALE 820 07100 BOULIEU-LES-ANNONAY,07041,07100,10.11Z,ARIA AURA,45.271181,4.67376
GAETAN GREVE (GREVE BOUCHERIE),GAETAN GREVE (GREVE BOUCHERIE),912696812,91269681200011,PME,ARIA AURA,07,LES RIOUX 510 ROUTE DU PIN 07440 BOFFRES,07035,07440,10.11Z,ARIA AURA,44.90959,4.701875
BOUCHERS SERVICES,BOUCHERS SERVICES,317238061,31723806100285,ETI,ARIA Grand Est,08,5 RUE BERTHELOT 08200 SEDAN,08409,08200,10.11Z,ARIA Grand Est,49.696343,4.941358
SCA LES BERGERS DU NORD EST,SCA LES BERGERS DU NORD EST,780233276,78023327600044,PME,ARIA Grand Est,08,RD 946 08130 SAULCES-CHAMPENOISES,08401,08130,10.11Z,ARIA Grand Est,49.446734,4.504331
GRIMPLET,GRIMPLET,686980061,68698006100028,PME,ARIA Grand Est,08,ZONE INDUSTRIELLE RUE DE BELLEVUE 08200 GLAIRE,08194,08200,10.11Z,ARIA Grand Est,49.709623,4.911312
GRIMPLET,GRIMPLET,686980061,68698006100036,PME,ARIA Grand Est,08,26 ROUTE DE HAM LES MOINES 08150 SORMONNE,08429,08150,10.11Z,ARIA Grand Est,49.806705,4.580702
FABRICE DEHAYE,FABRICE DEHAYE,379565740,37956574000030,PME,ARIA Grand Est,08,12 RTE DE CHARLEVILLE MEZIERES 08300 NOVY-CHEVRIERES,08330,08300,10.11Z,ARIA Grand Est,49.536379,4.445536
ALEXANDRE MULOT (BOUCHERIE GRAND COUR),ALEXANDRE MULOT (BOUCHERIE GRAND COUR),912082724,91208272400010,PME,ARIA Grand Est,08,PLACE GRAND COUR 08190 ASFELD,08024,08190,10.11Z,ARIA Grand Est,49.468228,4.118597
DANIEL CLEMENT,DANIEL CLEMENT,320243207,32024320700018,PME,ARIA Grand Est,08,6 RTE NATIONALE 08210 MOUZON,08311,08210,10.11Z,ARIA Grand Est,49.609539,5.082812
ABEL TRISTANT,ABEL TRISTANT,780290607,78029060700065,PME,ARIA Grand Est,08,16 RUE DU CHATEAU 08240 BUZANCY,08089,08240,10.11Z,ARIA Grand Est,49.425337,4.954701
GILBERT EMPART,GILBERT EMPART,402354468,40235446800017,PME,ARIA Grand Est,08,08110 SAILLY,08376,08110,10.11Z,ARIA Grand Est,49.599988,5.173017
SOBEVIR (SOBEVIR),SOBEVIR (SOBEVIR),797507035,79750703500013,PME,ARIA Grand Est,08,ABATTOIR PARC DE ROMANCE 08300 RETHEL,08362,08300,10.11Z,ARIA Grand Est,49.513786,4.383701
L'ATELIER DES ELEVEURS,L'ATELIER DES ELEVEURS,479611840,47961184000014,PME,ARIA Grand Est,08,ZONE ARTISANALE RUE DES PANSES BRULEES 08330 VRIGNE AUX BOIS,08491,08330,10.11Z,ARIA Grand Est,49.729269,4.843261
SOC CAROLOMACERIEN EXPLOITATION ABATTOIR (SOCADA),SOC CAROLOMACERIEN EXPLOITATION ABATTOIR (SOCADA),950606012,95060601200017,PME,ARIA Grand Est,08,9 RUE DE L'ABATTOIR 08000 CHARLEVILLE-MEZIERES,08105,08000,10.11Z,ARIA Grand Est,49.7695,4.729349
JEAN SARTHE,JEAN SARTHE,378850523,37885052300036,PME,AREA Occitanie,09,CAMPAGNE 09400 RABAT LES TROIS SEIGNEURS,09241,09400,10.11Z,AREA Occitanie,42.85768,1.560135
S.C.I.C. 09 MONTAGNES (SCIC 09 MONTAGNES),S.C.I.C. 09 MONTAGNES (SCIC 09 MONTAGNES),442709176,44270917600022,PME,AREA Occitanie,09,ZI PICHOBACCO 09300 VILLENEUVE D'OLMES,09336,09300,10.11Z,AREA Occitanie,42.910841,1.821501
BERNAULT VIANDES,BERNAULT VIANDES,421210865,42121086500018,PME,AREA Occitanie,09,ZI DU PIC LE FEMOURAS 09100 PAMIERS,09225,09100,10.11Z,AREA Occitanie,43.12711,1.618379
VINCENT COMMENGE,VINCENT COMMENGE,921705745,92170574500013,PME,AREA Occitanie,09,4 ALLEE DU VALLON 09160 MERCENAC,09187,09160,10.11Z,AREA Occitanie,43.041193,1.084017
KEVIN BRIAN (BRIAN BOUCHER),KEVIN BRIAN (BRIAN BOUCHER),918565672,91856567200014,PME,AREA Occitanie,09,4 ROUTE DE COUPY 09800 CASTILLON-EN-COUSERANS,09085,09800,10.11Z,AREA Occitanie,42.918519,1.04228
LE GRENIER A JAMBONS (LE GRENIER A JAMBONS),LE GRENIER A JAMBONS (LE GRENIER A JAMBONS),901245126,90124512600015,PME,AREA Occitanie,09,LD LA SERRE 09420 RIMONT,09246,09420,10.11Z,AREA Occitanie,42.992281,1.282864
SARL VIDAL CABAL,SARL VIDAL CABAL,901679167,90167916700014,PME,AREA Occitanie,09,15 HAMEAU DE JALABERT 09500 TOURTROL,09314,09500,10.11Z,AREA Occitanie,43.061978,1.806254
ATELIER DE DECOUPE DU PAYS D'OLMES (ADDPO) (ADDPO),ATELIER DE DECOUPE DU PAYS D'OLMES (ADDPO) (ADDPO),839627676,83962767600019,PME,AREA Occitanie,09,ZONE ARTISANALE 09600 TABRE,09305,09600,10.11Z,AREA Occitanie,42.6301915,2.7640352
SARL DE PERROUTE,SARL DE PERROUTE,981189640,98118964000015,PME,AREA Occitanie,09,PERROUTE 09200 SAINT-GIRONS,09261,09200,10.11Z,AREA Occitanie,42.989193,1.150135
SOCIETE D'EXPLOITATION DES ABATTOIRS DE PAMIERS (S.E.A.P.),SOCIETE D'EXPLOITATION DES ABATTOIRS DE PAMIERS (S.E.A.P.),514774587,51477458700018,PME,AREA Occitanie,09,ZA DE PIC 46 AVENUE DE LA RIJOLE 09100 PAMIERS,09225,09100,10.11Z,AREA Occitanie,43.127608,1.62169
SODEC 09,SODEC 09,531437168,53143716800028,PME,AREA Occitanie,09,ZA DU PIC 46 AVENUE DE LA RIJOLE 09100 PAMIERS,09225,09100,10.11Z,AREA Occitanie,43.127608,1.62169
CENTRE D'ABATTAGE ET DE TRANSFORMATION DU COUSERANS,CENTRE D'ABATTAGE ET DE TRANSFORMATION DU COUSERANS,529576787,52957678700012,PME,AREA Occitanie,09,ZONE INDUSTRIELLE DU PRADAS 09190 LORP-SENTARAILLE,09289,09190,10.11Z,AREA Occitanie,43.02253,1.096587
MAXIME PIQUEMAL,MAXIME PIQUEMAL,907459036,90745903600022,PME,AREA Occitanie,09,3 RUE JOSEPH PUJOL 09200 SAINT-GIRONS,09261,09200,10.11Z,AREA Occitanie,42.983897,1.143182
LES FILS DE FORT BASILE SAS,LES FILS DE FORT BASILE SAS,936180199,93618019900031,PME,AREA Occitanie,09,ZI 09190 LORP-SENTARAILLE,09289,09190,10.11Z,AREA Occitanie,43.016191,1.108131
SARL MAISON PIOTTO,SARL MAISON PIOTTO,903159366,90315936600017,PME,AREA Occitanie,09,22 PLACE DU MARECHAL LECLERC 09500 MIREPOIX,09194,09500,10.11Z,AREA Occitanie,43.088459,1.87358
SALAISONS APPAMEENNES (BOUCHERIE-CHARCUTERIE DE LOUMET CHEZ JEROME),SALAISONS APPAMEENNES (BOUCHERIE-CHARCUTERIE DE LOUMET CHEZ JEROME),980389217,98038921700012,PME,AREA Occitanie,09,20 RUE DE LOUMET 09100 PAMIERS,09225,09100,10.11Z,AREA Occitanie,43.11189,1.611102
HUGUIER FRERES,HUGUIER FRERES,582880225,58288022500013,PME,ARIA Grand Est,10,70 RUE DU GENERAL DE GAULLE 10230 MAILLY-LE-CAMP,10216,10230,10.11Z,ARIA Grand Est,48.668998,4.202304
HUGUIER FRERES,HUGUIER FRERES,582880225,58288022500047,PME,ARIA Grand Est,10,LA RACCROCHE 10700 LE CHENE,10095,10700,10.11Z,ARIA Grand Est,48.551902,4.135155
HUGUIER FRERES,HUGUIER FRERES,582880225,58288022500054,PME,ARIA Grand Est,10,7 RUE DU GENERAL DE GAULLE 10230 MAILLY-LE-CAMP,10216,10230,10.11Z,ARIA Grand Est,48.673352,4.1923
HUGUIER FRERES,HUGUIER FRERES,582880225,58288022500096,PME,ARIA Grand Est,10,4 B AVENUE DES TIRVERTS 10150 PONT-SAINTE-MARIE,10297,10150,10.11Z,ARIA Grand Est,48.314804,4.08588
HUGUIER FRERES,HUGUIER FRERES,582880225,58288022500146,PME,ARIA Grand Est,10,4 RUE DU COMMERCE 10120 SAINT-GERMAIN,10340,10120,10.11Z,ARIA Grand Est,48.257169,4.02983
WILLIAM ROLLIN,WILLIAM ROLLIN,348601899,34860189900019,PME,ARIA Grand Est,10,10210 LES LOGES-MARGUERON,10202,10210,10.11Z,ARIA Grand Est,48.098399,4.110415
SERGE LOUIS,SERGE LOUIS,314845652,31484565200036,PME,ARIA Grand Est,10,9 RUE DE BOUE 10130 SAINT-PHAL,10359,10130,10.11Z,ARIA Grand Est,48.126938,4.002217
CLAUDE SCHOTT,CLAUDE SCHOTT,305366494,30536649400014,PME,ARIA Grand Est,10,10330 LENTILLES,10192,10330,10.11Z,ARIA Grand Est,48.488168,4.628383
FRANCK BARON,FRANCK BARON,753657741,75365774100017,PME,ARIA Grand Est,10,18 RUE SAINT-NICOLAS 10700 ALLIBAUDIERES,10004,10700,10.11Z,ARIA Grand Est,48.582562,4.111944
FRANCIS REMY,FRANCIS REMY,330871278,33087127800025,PME,ARIA Grand Est,10,4 RUE DU FRAIS MAILLY 10260 JULLY-SUR-SARCE,10181,10260,10.11Z,ARIA Grand Est,48.106878,4.305838
SOCIETE ANONYME COOPERATIVE D'INTERET COLLECTIF AGRICOLE DE L'ABATTOIR DE L'AUBE,SOCIETE ANONYME COOPERATIVE D'INTERET COLLECTIF AGRICOLE DE L'ABATTOIR DE L'AUBE,342789435,34278943500019,PME,ARIA Grand Est,10,4 LES TIRVERTS 10150 PONT SAINTE MARIE,10297,10150,10.11Z,ARIA Grand Est,48.314135,4.085759
J&J BOUCHERIE ST JACQUES,J&J BOUCHERIE ST JACQUES,953561768,95356176800011,PME,ARIA Grand Est,10,94 AVENUE PIERRE BROSSOLETTE 10000 TROYES,10387,10000,10.11Z,ARIA Grand Est,48.288733,4.076745
BOUCHERIE BOUFEKRANE,BOUCHERIE BOUFEKRANE,884008491,88400849100018,PME,AREA Occitanie,11,1 RUE ALAIN FOURNIER 11000 CARCASSONNE,11069,11000,10.11Z,AREA Occitanie,43.208861,2.327778
BOUCHERIE BOUFEKRANE,BOUCHERIE BOUFEKRANE,884008491,88400849100026,PME,AREA Occitanie,11,5 RUE ALAIN FOURNIER 11000 CARCASSONNE,11069,11000,10.11Z,AREA Occitanie,43.208741,2.327822
MICHEL PAILHAS,MICHEL PAILHAS,424171726,42417172600054,PME,AREA Occitanie,11,RESIDENCE MAGENTA B06 60 AVENUE DE REVEILLON 11100 NARBONNE,11262,11100,10.11Z,AREA Occitanie,43.135288,2.965067
LOI TREGAN,LOI TREGAN,922400791,92240079100013,PME,AREA Occitanie,11,27 COUR DU CHATEAU 11590 SALLELES-D'AUDE,11369,11590,10.11Z,AREA Occitanie,43.255901,2.947365
LOI TREGAN,LOI TREGAN,922400791,92240079100021,PME,AREA Occitanie,11,CENTRE COMMERCIAL MALASSAN 11120 SAINT-MARCEL-SUR-AUDE,11353,11120,10.11Z,AREA Occitanie,43.247231,2.917305
SOCIETE D'EXPLOITATION DES ABATTOIRS DE NARBONNE (SEAN),SOCIETE D'EXPLOITATION DES ABATTOIRS DE NARBONNE (SEAN),399186055,39918605500014,PME,AREA Occitanie,11,62 AVENUE DU GENERAL LECLERC 11100 NARBONNE,11262,11100,10.11Z,AREA Occitanie,43.175301,2.992853
SYNDICAT MIXTE DE L'ABATTOIR DE QUILLAN HAUTE VALLEE DE L'AUDE,SYNDICAT MIXTE DE L'ABATTOIR DE QUILLAN HAUTE VALLEE DE L'AUDE,200046928,20004692800012,PME,AREA Occitanie,11,MAIRIE 17 RUE DE LA MAIRIE 11500 QUILLAN,11304,11500,10.11Z,AREA Occitanie,42.875248,2.184496
LA CONSERVERIE GRUISSANAISE,LA CONSERVERIE GRUISSANAISE,898283726,89828372600021,PME,AREA Occitanie,11,BASE CONCHYLICOL AVENUE DE L’AIGUILLE 11430 GRUISSAN,11170,11430,10.11Z,AREA Occitanie,43.107937,3.117906
BOUCHERIE DE TRADITION (BOUCHERIE DE TRADITION),BOUCHERIE DE TRADITION (BOUCHERIE DE TRADITION),918490467,91849046700019,PME,AREA Occitanie,11,18 COURS DE LA REPUBLIQUE 11200 LEZIGNAN-CORBIERES,11203,11200,10.11Z,AREA Occitanie,43.200902,2.75687
FABIEN REVERCHON,FABIEN REVERCHON,912935756,91293575600029,PME,AREA Occitanie,11,114 AVENUE DU GENERAL LECLERC 11000 CARCASSONNE,11069,11000,10.11Z,AREA Occitanie,43.208868,2.368775
MAISON SALLAN (MAISON SALLAN),MAISON SALLAN (MAISON SALLAN),914407283,91440728300011,PME,AREA Occitanie,11,AVENUE VICTOR HUGO 11700 LA REDORTE,11190,11700,10.11Z,AREA Occitanie,43.250674,2.65594
LILIAN BESNARD,LILIAN BESNARD,832178628,83217862800026,PME,AREA Occitanie,11,35 RUE JEAN MARAIS 11200 LEZIGNAN-CORBIERES,11203,11200,10.11Z,AREA Occitanie,43.200269,2.746961
